data,Qin,P1,T1,T2,RH1,P15
17/09/2009,0,1.4,15.439,17.65,84.75,70.871
18/09/2009,0.085,0.2,16.1,18.279,79.208,60.692
19/09/2009,0.154,7.2,16.339,18.004,76.167,30.308
20/09/2009,0.492,16.6,14.6,16.079,85.75,50.128
21/09/2009,0.131,1,13.921,15.392,90.667,29.734
22/09/2009,0.078,0.2,15.452,17.763,78.625,34.852
23/09/2009,0.014,0.2,15.111,17.608,74.417,61.048
24/09/2009,0,0.4,14.876,17.138,76,34.819
25/09/2009,0.052,0.2,14.661,17.138,76.083,8.718
26/09/2009,0,0,13.909,16.288,81.167,39.606
27/09/2009,0.13,0,14.188,16.688,77.917,11.907
28/09/2009,0,0.2,14.83,17.483,74.208,18.761
29/09/2009,0.008,0.2,16.768,19.808,69.542,24.679
30/09/2009,0.028,0,16.49,20.133,65.75,19.388
1/10/2009,0,2.6,15.97,18.742,72.042,56.714
2/10/2009,0.012,0.2,14.757,16.338,80.792,11.62
3/10/2009,0,0,12.295,14.688,76.583,3.534
4/10/2009,0.075,0,14.526,17.542,70,5.829
5/10/2009,0,0,14.491,17.771,71.417,16.25
6/10/2009,0,0,15.257,17.95,68.833,90.423
7/10/2009,0.109,0,16.543,19.183,68.083,25.663
8/10/2009,0,0,18.043,20.792,65.125,27.466
9/10/2009,0.008,9.2,16.25,17.771,80.083,55.03
10/10/2009,0.105,0.2,14.167,16.138,81.458,44.059
11/10/2009,0,0,13.833,16.533,79.25,22.04
12/10/2009,0.659,12.8,9.621,11.633,82.333,11.504
13/10/2009,0.092,0.4,8.095,10.375,66.875,39.724
14/10/2009,0,0,4.8,6.829,70.5,38.201
15/10/2009,0.33,0.6,3.058,4.846,77.167,94.828
16/10/2009,0,0.4,3.448,6.358,75.875,72.087
17/10/2009,0,5,4.33,6.471,77.917,125.806
18/10/2009,0.083,0.8,3.467,5.667,80.167,40.393
19/10/2009,0,0.2,2.525,4.683,78.083,92.397
20/10/2009,0.047,0.2,4.562,7.05,71.042,12.464
21/10/2009,0.001,2.8,8.425,9.013,89.083,42.906
22/10/2009,1.893,43.6,10.783,12.583,87.917,51.276
23/10/2009,2.006,44.2,7.333,7.963,98.208,53.315
24/10/2009,6.321,23.8,7.517,9.292,89,4.393
25/10/2009,0.774,0,8.713,10.23,86.304,1.838
26/10/2009,0.43,0.4,10.579,12.133,83.875,26.612
27/10/2009,0.327,0.2,10.05,11.75,84.375,59.265
28/10/2009,0.086,0.4,10.427,11.808,81.958,60.746
29/10/2009,0.123,0.4,11.144,12.138,84.458,72.532
30/10/2009,0.125,0,7.55,9.2,88,63.805
31/10/2009,0.128,0.2,4.808,6.671,83.458,45.226
1/11/2009,0,0.2,7.605,8.921,77.542,79.014
2/11/2009,0.282,22.4,7.083,8.175,78.583,60.449
3/11/2009,0.839,4.4,4.117,5.308,87.542,63.092
4/11/2009,2.599,29,6.479,8.913,86.75,80.679
5/11/2009,2.821,9.4,6.758,9.1,87.5,91.064
6/11/2009,1.954,14.4,5.242,6.533,95.417,36.954
7/11/2009,1.301,1.2,5.1,7.338,84.5,93.565
8/11/2009,3.929,44.4,3.667,5.442,91.5,31.427
9/11/2009,4.366,16.6,4.233,5.842,92.333,10.325
10/11/2009,3.396,4.4,4.033,5.358,94.583,6.96
11/11/2009,1.915,0.2,6.063,7.733,85.375,44.458
12/11/2009,1.092,0.4,6.829,9.217,80.708,1.97
13/11/2009,0.775,0,8.608,10.283,87.917,15.06
14/11/2009,0.596,0,8.804,11.171,81.042,10.553
15/11/2009,0.62,0,9.946,12.15,83.167,6.327
16/11/2009,0.542,0,10.479,13.025,86.75,21.152
17/11/2009,0.469,0.2,11.971,13.554,94,18.399
18/11/2009,0.3,0,14.258,12.004,96.375,17.152
19/11/2009,0.179,0.2,9.746,6.233,92.875,42.348
20/11/2009,0.511,0.2,11.513,5.604,89.833,61.533
21/11/2009,0.199,0,12.933,8.342,95.042,14.353
22/11/2009,0.395,0,10.754,11.204,86.458,67.672
23/11/2009,0.152,0,8.975,11.642,61.375,29.062
24/11/2009,0.233,0,9.138,11.363,80.25,26.508
25/11/2009,0.228,0,10.139,11.067,95.833,18.617
26/11/2009,0.258,0,8.088,10.275,87.083,42.184
27/11/2009,0.232,0.2,8.104,10.454,68.458,52.208
28/11/2009,0.235,12,7.596,9.779,86,68.111
29/11/2009,0.351,14.8,7.029,9.192,76.792,92.095
30/11/2009,5.057,50.6,7.938,10.071,67.708,80.423
1/12/2009,8.557,3,3.9,5.613,84.333,35.71
2/12/2009,2.324,0.2,3.3,4.742,86.917,49.497
3/12/2009,1.361,0.4,4.571,5.583,83.565,49.832
4/12/2009,4.381,33.4,1.563,2.754,93.042,27.602
5/12/2009,4.662,5.6,2.771,3.992,96.208,21.289
6/12/2009,2.724,0.2,5.521,6.533,91.75,35.216
7/12/2009,1.743,0.4,7.013,9.013,89,31.309
8/12/2009,2.079,10.8,6.746,8.75,80.042,25.217
9/12/2009,2.214,0.2,3.571,5.417,76.792,44.175
10/12/2009,1.511,0.4,5.292,6.596,75.458,34.514
11/12/2009,1.294,2,3.808,5.163,80.167,36.438
12/12/2009,0.921,0.2,0.892,2.717,81,83.684
13/12/2009,1.004,0,-1.779,-0.329,89.833,61.991
14/12/2009,1.02,0,-2.721,-1.904,97.625,55.605
15/12/2009,0.726,0,-3.91,-2.695,94.905,61.019
16/12/2009,0.792,0,-4.858,-3.575,89.542,79.515
17/12/2009,0.709,0,-3.746,-3.275,94.042,78.801
18/12/2009,0.733,0,-5.45,-4.35,89.458,129.778
19/12/2009,0.721,0,-7.554,-6.358,92.5,67.148
20/12/2009,0.599,0,-6.354,-4.825,83.958,70.343
21/12/2009,0.97,0.2,-0.767,1.088,87.667,50
22/12/2009,32.666,107.2,6.604,7.517,95.042,71.223
23/12/2009,39.182,52.6,8.342,10.829,65.75,54.298
24/12/2009,28.732,55,9.922,11.838,74.083,85.656
25/12/2009,31.027,25.8,8.375,10.658,64.542,68.309
26/12/2009,10.223,0.8,2.6,3.721,77.083,34.631
27/12/2009,6.437,9.2,1.429,2.879,91.417,64.004
28/12/2009,5.192,12.2,3.129,4.721,84.583,33.9
29/12/2009,7.157,6.4,4.679,3.8,98.167,76.733
30/12/2009,9.333,12.8,9.475,11.358,87.5,99.142
31/12/2009,11.867,54.2,7.983,10.308,73.542,92.746
1/1/2010,32.81,59.2,3.65,5.638,94.958,52.521
2/1/2010,13.649,8.4,2.067,3.333,87.833,96.418
3/1/2010,7.214,0.8,-2.958,-1.254,84.625,102.91
4/1/2010,5.202,0,-3.675,-2.304,92.375,84.392
5/1/2010,4.865,6.6,-3.446,-2.688,97,49.643
6/1/2010,10.633,46.4,0.625,1.558,94.333,76.529
7/1/2010,13.375,19.2,2.058,4.079,93.167,61.635
8/1/2010,15.538,45.4,3.63,3.292,99.125,88.455
9/1/2010,7.863,31.4,1.108,2.063,93.625,29.439
10/1/2010,5.936,0.4,0.038,2.071,78.25,14.075
11/1/2010,4.527,0,0.733,2.367,84.417,25.585
12/1/2010,3.721,0.2,0.825,2.079,88.042,8.22
13/01/2010,3.082,0,-0.171,1.042,93.167,21.828
14/01/2010,2.762,0.2,-0.208,1,92.25,28.694
15/01/2010,2.288,1.4,-0.975,0.133,91.833,2.897
16/01/2010,2.109,0,-2.417,-0.896,89.208,4.189
17/01/2010,1.833,1.2,-0.817,-0.779,89.625,46.081
18/01/2010,1.591,0,-1.371,-0.425,84.708,10.612
19/01/2010,1.702,0.4,1.029,2.325,85.042,60.032
20/01/2010,1.568,0.2,1.252,1.838,91.083,37.176
21/01/2010,1.468,0.2,-1.25,-0.313,93.208,34.807
22/01/2010,1.45,0,-2.738,-1.979,97.917,13.066
23/01/2010,1.28,0.2,-3.209,-1.842,86.708,30.921
24/01/2010,1.154,0,-2.609,-4.025,89.75,34.548
25/01/2010,1.071,0,-3.6,-2.7,90.625,29.528
26/01/2010,1.303,0,-3.838,-3.046,97.833,54.233
27/01/2010,1.124,0.2,-4.379,-3.188,94.5,29.796
28/01/2010,0.882,0.4,-2.329,-1.963,88.708,51.414
29/01/2010,1.051,6.2,-0.638,-0.563,90.667,106.206
30/01/2010,2.155,29.4,-0.713,0.177,95.13,113.645
31/01/2010,1.675,2.2,-4.413,-2.933,93.125,67.015
1/2/2010,1.392,6.8,-3.596,-2.046,82.583,55.11
2/2/2010,1.177,0.6,-1.267,0.425,73.417,63.543
3/2/2010,1.339,2,0.867,3.446,64.375,70.764
4/2/2010,0.619,0.4,3.654,5.975,82.458,68.225
5/2/2010,15.7,66.2,3.033,4.621,88.667,105.586
6/2/2010,9.314,13.2,-0.239,0.965,97.292,62.46
7/2/2010,3.629,4.4,-1.142,0.625,79.833,77.028
8/2/2010,3.112,0,-1.779,-0.204,84.125,63.773
9/2/2010,2.567,0,-2.863,-1.771,87.833,87.324
10/2/2010,2.603,0,-2.167,-1.371,96.333,79.747
11/2/2010,2.37,0,-2.675,-1.621,95.833,77.381
12/2/2010,2.188,0,-2.933,-1.592,95.792,54.859
13/02/2010,1.926,8,-0.354,1.217,82.125,49.04
14/02/2010,1.864,1.8,-0.613,0.546,85.167,71.895
15/02/2010,1.86,3.6,-1.033,0.558,85.125,52.351
16/02/2010,1.843,4.8,0.029,0.713,93.625,66.736
17/02/2010,2.304,26,2.096,2.296,94.875,107.474
18/02/2010,14.91,41,5.268,7.804,85.958,53.847
19/02/2010,23.337,11,6.347,7.917,89.154,37.649
20/02/2010,10.375,3.2,2.513,3.8,70,28.828
21/02/2010,4.242,2.4,1.05,5,68,16.778
22/02/2010,4.89,1.6,2.75,4.656,88.875,56.317
23/02/2010,10.266,34.6,5.771,6.517,94.625,72.187
24/02/2010,4.718,1,5.268,5.479,95.875,10.653
25/02/2010,3.646,0.6,6.054,8.288,76.625,71.779
26/02/2010,5.591,18.4,6.004,7.992,67.5,68.638
27/02/2010,4.593,0,7.07,9.413,55.667,39.399
28/02/2010,3.27,0,7.478,9.746,67.958,110.166
1/3/2010,3.923,0,7.386,10.413,74,101.131
2/3/2010,3.572,6.4,5.577,8.4,68.417,118.298
3/3/2010,3.752,24.8,4.938,6.025,86.708,50.412
4/3/2010,12.286,36.4,0.533,2.317,93.167,27.302
5/3/2010,4.633,0.4,-2.117,-0.558,89.917,107.55
6/3/2010,3.469,15.4,-1.808,0.221,73.958,47.199
7/3/2010,3.44,0,-3.079,-1.483,86.042,82.477
8/3/2010,2.808,0,-5.658,-3.463,74.708,54.792
9/3/2010,3.207,0,-5.079,-3.496,94.667,52.444
10/3/2010,2.84,0,-3.363,-2.342,100,11.024
11/3/2010,1.851,0,-2.933,-2.173,100,32.297
12/3/2010,1.974,1,0.688,2.563,86.25,15.441
13/03/2010,1.146,31.8,2.404,2.933,76.583,16.206
14/03/2010,3.282,17.8,5.125,4.788,69,28.087
15/03/2010,3.162,0,3.733,4.821,72.417,5.996
16/03/2010,3.4,0.2,5.629,6.95,59.958,22.751
17/03/2010,3.943,0,6.186,9.288,56.792,30.073
18/03/2010,5.784,0,6.086,9.208,61.625,45.955
19/03/2010,5.311,0,5.783,7.75,74.875,40.389
20/03/2010,6.791,0,6.713,8.558,78.375,18.409
21/03/2010,8.199,1.2,8.138,10.675,71,26.374
22/03/2010,8.094,0.6,8.854,10.638,88.833,8.687
23/03/2010,5.847,0,7.258,9.021,79.5,13.682
24/03/2010,4.986,0,8.488,9.767,80.917,23.132
25/03/2010,4.465,0.2,10.426,12.442,76.708,23.199
26/03/2010,3.648,0,9.513,12.325,64.958,44.713
27/03/2010,3.112,0.2,6.944,10.154,51.458,23.334
28/03/2010,2.759,0,7.97,11.025,56.708,26.457
29/03/2010,2.484,0,9.487,11.579,58.75,21.796
30/03/2010,2.965,22.8,6.758,8.991,67.375,40.262
31/03/2010,2.84,7.4,5.274,8.421,52.917,74.09
1/4/2010,3.015,5.2,4.97,7.654,59.542,49.33
2/4/2010,2.617,2.2,4.477,6.988,70.792,78.497
3/4/2010,2.3,0.2,6.696,9.363,64.583,74.258
4/4/2010,3.983,36,5.692,7.6,76.375,103.747
5/4/2010,13.179,16,4.008,5.621,81.333,44.076
6/4/2010,6.045,0,8.932,10.542,66.375,68.319
7/4/2010,4.363,0.2,9.51,11.133,71.667,100.307
8/4/2010,3.08,0.2,8.084,10.5,70.333,47.688
9/4/2010,2.649,0,8.722,11.392,65.75,82.634
10/4/2010,2.149,0,11.974,13.363,57.375,35.336
11/4/2010,2.72,18.4,1.887,3.517,82.174,60.166
12/4/2010,2.482,1,2.33,4.822,79.125,25.366
13/04/2010,2.37,5.2,2.242,3.746,89.875,36.694
14/04/2010,2.288,0,6.452,8.378,70.583,25.109
15/04/2010,1.935,0.4,6.945,9.008,73.292,24.535
16/04/2010,2.027,0,6.129,7.792,79.5,48.491
17/04/2010,2.523,14.6,4.504,5.896,94.083,23.467
18/04/2010,3.307,0.2,7.304,8.957,83.875,45.213
19/04/2010,2.619,0.2,9.175,11.375,71.083,35.354
20/04/2010,2.267,0.2,12.343,14.335,56.25,62.87
21/04/2010,1.881,0,11.311,13.496,57.542,21.061
22/04/2010,2.365,0,11.81,15.029,64.792,41.471
23/04/2010,3.134,27.4,8.592,10.048,88.542,46.66
24/04/2010,6.082,11.8,8.163,9.383,97,48.742
25/04/2010,5.866,0.8,9.913,11.483,86.042,137.161
26/04/2010,4.249,0.2,13.527,15.263,73.417,68.028
27/04/2010,3.01,0,12.852,14.642,78.792,93.978
28/04/2010,2.555,0.2,12.485,15.091,71.542,99.198
29/04/2010,2.344,0,15.081,16.771,60.667,58.371
30/04/2010,1.99,0,14.229,17.892,58.583,91.755
1/5/2010,1.92,0,13.358,16.296,46.333,78.537
2/5/2010,2.267,26,10.042,11.904,66,51.532
3/5/2010,7.113,17.4,11.29,14.217,71.542,66.008
4/5/2010,6.294,23.6,11.371,12.825,93.375,57.706
5/5/2010,5.908,7.2,10.838,12.496,83.583,53.834
6/5/2010,6.049,32.4,6.042,8.642,75.875,27.58
7/5/2010,5.687,5.6,7.183,10.029,72.833,86.742
8/5/2010,4.052,1,8.362,11.154,70.875,75.724
9/5/2010,2.809,0,10.396,12.954,62.833,66.618
10/5/2010,2.327,0,10.938,13.388,64,46.459
11/5/2010,2.609,14.8,11.138,12.904,85.708,78.097
12/5/2010,3.04,10,11.583,13.983,79.583,36.975
13/05/2010,2.778,8.6,9.333,12.322,69.958,137.742
14/05/2010,2.146,2.2,9.583,11.679,65.708,77.957
15/05/2010,11.254,51.8,6.379,7.817,92.792,52.915
16/05/2010,9.157,2.2,8.513,10.108,77.25,29.34
17/05/2010,4.935,4.6,10.904,12.85,64.875,53.164
18/05/2010,3.371,0.8,12.835,14.608,62.167,42.712
19/05/2010,4.168,19.4,8.342,9.85,82.625,93.455
20/05/2010,3.749,0.2,8.679,10.846,73.542,52.332
21/05/2010,2.967,0.2,10.379,12.329,74.042,74.738
22/05/2010,2.161,0.2,13.93,15.929,64.917,16.589
23/05/2010,2.085,0.2,15.535,17.113,63.958,81.541
24/05/2010,2.04,0,17.004,18.629,57.292,27.501
25/05/2010,1.559,0,15.722,19.146,43,52.455
26/05/2010,1.279,0,15.565,18.475,42.5,5.339
27/05/2010,1.302,0,14.448,17.117,54.167,17.081
28/05/2010,1.087,0.6,15.117,17.454,68.5,45.118
29/05/2010,1.213,1.4,16.042,17.421,73,52.306
30/05/2010,0.862,0.2,15.019,17.463,66.875,8.813
31/05/2010,0.944,0,13.559,16.25,59.583,23.692
1/6/2010,0.839,0,15.214,17.009,50.25,22.478
2/6/2010,1.01,11.2,13.225,14.948,68.417,94.711
3/6/2010,1.414,9.8,11.708,13.017,80.25,54.694
4/6/2010,0.938,0,13.984,16.65,67.292,52.913
5/6/2010,0.756,0.2,17.629,19.552,65.25,19.915
6/6/2010,0.688,5.4,19.591,21.426,65.208,12.258
7/6/2010,0.619,0,18.133,20.825,63.083,15.594
8/6/2010,0.671,0,18.709,21.313,68.917,7.92
9/6/2010,0.453,0,19.92,22.292,64.167,19.171
10/6/2010,0.383,0,21.427,23.45,63.5,48.712
11/6/2010,0.449,0,21.595,23.5,57,38.19
12/6/2010,0.51,0,20.039,22.579,55.083,84.306
13/06/2010,0.379,1.2,18.744,20.939,64.667,79.079
14/06/2010,0.34,0,16.995,20.142,61.375,55.045
15/06/2010,0.414,7.6,16.746,18.458,77.5,79.331
16/06/2010,0.629,3.4,14.563,17.165,77.958,40.583
17/06/2010,0.985,15.4,14.783,16.892,81.708,48.31
18/06/2010,0.426,0.2,14.867,17.421,65.083,55.488
19/06/2010,0.628,19,12.291,15.161,72.417,73.334
20/06/2010,1.1,11.4,10.917,12.8,91.375,73.24
21/06/2010,2.56,23,8.821,10.429,92.083,16.683
22/06/2010,1.539,0.2,14.067,15.842,68.708,18.685
23/06/2010,0.811,0,14.765,16.779,66.417,8.974
24/06/2010,0.55,0.2,15.484,18.091,66.833,28.188
25/06/2010,0.577,0.2,17.755,19.848,66.5,5.318
26/06/2010,0.417,0.6,17.705,20.614,69.667,3.249
27/06/2010,0.482,0.2,19.377,21.236,67.5,0.287
28/06/2010,0.229,0.2,20.15,22.314,65.417,1.266
29/06/2010,0.324,0.2,20.909,22.877,64.708,4.307
30/06/2010,0.361,0,20.819,22.93,63.261,7.704
1/7/2010,0.233,0.2,21.83,23.661,64.208,2.961
2/7/2010,0.334,0.2,22.638,23.992,64.583,2.819
3/7/2010,0.094,0,23.95,25.225,60.958,34.303
4/7/2010,0.277,0.4,22.813,24.188,70.542,10.314
5/7/2010,0.355,0,22.458,25.105,62.45,13.163
6/7/2010,3.597,50.4,18.746,20.446,75,4.154
7/7/2010,0.706,0.2,19.619,21.988,69.765,27.479
8/7/2010,0.37,0.2,19.347,22.115,61.1,20.113
9/7/2010,0.129,0,20.994,22.774,70.579,2.287
10/7/2010,0.172,0.2,23.423,25.141,67.046,13.863
11/7/2010,0.401,0.2,23.992,25.525,64.5,11.462
12/7/2010,0.238,0,23.15,24.73,72.1,10.129
13/07/2010,0.103,0,21.907,23.729,66.143,15.494
14/07/2010,0.321,0,24.229,26.838,57.286,12.825
15/07/2010,0.026,0,25.458,27.588,55.917,22.647
16/07/2010,0.067,0,25.517,27.442,61.333,82.859
17/07/2010,0.158,0,25.392,27.258,53.958,12.895
18/07/2010,0.054,0,19.833,22.025,66.708,56.444
19/07/2010,0.266,0,18.57,20.748,70.783,30.052
20/07/2010,0.032,0.2,19.726,21.826,70.263,2.5
21/07/2010,0.172,12.4,22.214,24.02,69.952,3.026
22/07/2010,0.149,0.2,24.379,26.421,60.667,50.565
23/07/2010,0.339,0.2,22.45,25.675,61.333,34.18
24/07/2010,0,0,18.286,21.158,55.667,69.219
25/07/2010,0.072,0,17.257,19.817,57.522,23.43
26/07/2010,0.116,0.2,15.109,17.646,55.792,36.748
27/07/2010,0.087,1.6,16.204,17.667,62.292,24.255
28/07/2010,0.006,0.2,18.586,21.346,55.083,60.801
29/07/2010,1.3,34,16,17.941,73.091,34.757
30/07/2010,0.748,8.6,12.9,15.257,77.435,18.385
31/07/2010,0.09,1.2,14.426,16.517,75.957,31.091
1/8/2010,0.26,0.2,19.435,21.013,67.083,38.739
2/8/2010,0,0.4,22.115,24.255,57.546,65.65
3/8/2010,0.123,0,20.071,22.861,65.13,47.482
4/8/2010,0.033,0.2,17.605,20.1,70,78.02
5/8/2010,0.388,7.2,14.641,16.017,85.609,63.974
6/8/2010,0.316,9.4,12.968,14.574,82.895,57.247
7/8/2010,0.285,0.4,18.413,20.839,64.444,37.712
8/8/2010,0.042,0.2,18.97,21.592,57.833,41.725
9/8/2010,0.112,0,19.267,21.946,62.375,45.038
10/8/2010,0.013,0.2,19.995,21.876,70.619,32.639
11/8/2010,0.221,0.2,19.414,21.378,77.5,51.668
12/8/2010,0.111,0,20.4,23.217,71,101.562
13/08/2010,1.025,41,17.252,19.017,85.708,36.011
14/08/2010,1.22,25.4,15.675,16.904,90.542,9.211
15/08/2010,0.437,0,16.463,19.475,64.5,1.952
16/08/2010,0.14,0.6,15,17.818,57.227,5.356
17/08/2010,0.12,0,14.963,18.2,63.095,19.269
18/08/2010,0,0,16.51,19.305,68.9,3.406
19/08/2010,0.102,0,18.845,21.974,68,8.372
20/08/2010,0.141,0,21.291,23.279,69.125,10.186
21/08/2010,0.015,0,19.991,22.157,77.391,1.544
22/08/2010,0.057,0.2,20.646,22.904,72.125,6.728
23/08/2010,0.201,0,22.962,24.85,63.636,0.077
24/08/2010,0,0,20.75,24.564,54,12.318
25/08/2010,0.133,0,21.35,24.539,63.478,5.842
26/08/2010,0,0,23.17,24.891,59.348,13.797
27/08/2010,0.17,0,21.362,24.935,54.044,170.654
28/08/2010,0,0.6,18.925,22.317,56.417,19.495
29/08/2010,0.017,2.8,14.1,16.118,70.273,61.041
30/08/2010,0.107,3,13.786,15.296,79.652,22.913
31/08/2010,0.04,0.2,13.568,15.858,66.083,52.203
1/9/2010,0,0.2,15.044,17.446,65.046,49.132
2/9/2010,0.098,0.2,16.438,18.709,61.826,29.127
3/9/2010,0.047,4.6,15.791,18.327,75.182,60.409
4/9/2010,0,0.2,16.922,19.1,72.417,59.349
5/9/2010,0.098,0.4,17.07,18.442,80.375,48.35
6/9/2010,0,0,16.19,17.686,81.476,39.464
7/9/2010,0.12,0.2,17.367,19.529,75.833,91.097
8/9/2010,0.194,6.2,15.435,17.952,78.696,94.525
9/9/2010,0,0,14.695,17.496,63.636,77.778
10/9/2010,0,1.8,11.63,13.117,88.261,60.811
11/9/2010,0.055,0.2,13.286,15.629,77.167,39.003
12/9/2010,0.058,0.4,14.515,17.163,72.458,51.873
13/09/2010,0.713,25,14.23,15.744,80,56.9
14/09/2010,0.146,0.2,12.864,14.782,87.636,12.628
15/09/2010,0.175,0.2,16.248,18.3,73.348,24.894
16/09/2010,0,0,15.27,18.4,70.261,60
17/09/2010,0.132,0,16.414,19.041,59.318,61.942
18/09/2010,0.3,30.4,16.354,18.846,71.333,70.377
19/09/2010,1.654,18.8,11.546,12.879,88.833,14.597
20/09/2010,0.103,0.4,12.661,14.139,79.913,14.424
21/09/2010,0.18,0.2,14.314,15.439,81.13,92.578
22/09/2010,0.014,0.4,13.824,16.196,77.458,59.335
23/09/2010,0.112,0.4,14.455,16.558,75.708,36.928
24/09/2010,0.065,4.6,14.857,15.783,85.696,37.506
25/09/2010,0.211,5.8,11.784,14.487,83.696,81.462
26/09/2010,0.042,6,10.886,13.91,73.333,29.083
27/09/2010,0.276,8.8,9.068,11.4,79.546,21.851
28/09/2010,0.178,3.8,8.796,11.491,83.087,33.707
29/09/2010,0.117,0.2,9.892,12.075,81.833,58.344
30/09/2010,0.094,0.4,12.346,14.355,78.318,81.417
1/10/2010,0.218,1.4,11.204,12.979,85.542,101.676
2/10/2010,0.008,0.2,12.254,14.608,83.25,116.269
3/10/2010,0.03,0.2,13.571,15.154,84.292,57.277
4/10/2010,0.201,0.8,14.304,16.529,78.75,106.846
5/10/2010,2.117,39.2,12.896,15.375,73.25,42.367
6/10/2010,0.485,0,13.757,15.909,80.391,49.702
7/10/2010,0.251,0.2,13.278,15.339,84.261,61.263
8/10/2010,0.216,0,10.017,11.933,86,58.142
9/10/2010,0.189,0,8.679,10.429,84.208,28.686
10/10/2010,0.053,0.2,7.471,9.463,84.583,23.459
11/10/2010,0.147,5.2,7.408,9.046,93.917,32.148
12/10/2010,0.195,0.8,7.744,9.239,91.348,88.163
13/10/2010,0.272,14.4,7.809,9.076,95.429,86.909
14/10/2010,0.351,0.6,7.4,8.874,93.913,144.649
15/10/2010,0.26,0,8.383,10.168,86.546,94.589
16/10/2010,0.252,7.4,8.517,10.175,92.125,40.024
17/10/2010,1.665,21.6,6.467,7.483,93.083,24.399
18/10/2010,1.092,2.6,5.283,6.578,95.087,51.521
19/10/2010,0.901,0,6.778,8.459,78.591,22.533
20/10/2010,0.835,11.8,8.05,9.758,86.526,65.913
21/10/2010,0.702,0.4,7.721,9.529,82.542,30.155
22/10/2010,0.503,0.4,8.735,9.578,83.652,47.946
23/10/2010,0.339,0.2,9.125,10.992,86.5,53.867
24/10/2010,0.406,0.4,9.417,11.713,80.25,61.57
25/10/2010,2.187,21.8,8.488,10.45,84.208,43.638
26/10/2010,3.866,22.4,3.912,5.271,91.824,30.326
27/10/2010,2.411,0,1.871,4.214,77.786,55.298
28/10/2010,1.156,0,4.629,6.32,76.05,43.634
29/10/2010,0.787,0.4,9.829,10.338,73.583,46.169
30/10/2010,0.498,0,9.475,11.508,81.167,54.301
31/10/2010,6.772,50,10.125,12.113,79.217,94.836
1/11/2010,14.923,46.4,10.538,12.1,90.5,73.895
2/11/2010,6.049,2.2,9.696,10.944,90.565,100.307
3/11/2010,13.368,38,8.704,10.121,98.833,31.113
4/11/2010,5.706,0,9.354,10.704,93.261,31.623
5/11/2010,2.88,0.2,11.554,11.775,86.583,19.88
6/11/2010,1.692,0,12.088,12.846,84,19.25
7/11/2010,1.904,12.4,9.858,12.146,80.333,18.48
8/11/2010,13.73,52.2,5.042,7.142,77.542,39.181
9/11/2010,19.12,49.2,5.313,7.254,83.667,52.533
10/11/2010,20.572,38.4,5.62,7.305,85.421,31.155
11/11/2010,10.422,1.6,6.888,9.296,78.083,33.291
12/11/2010,5.029,1.2,8.083,10.596,70.5,72.809
13/11/2010,3.712,0,10.783,12.244,93,27.675
14/11/2010,2.709,0,10.475,12.658,86.917,60.27
15/11/2010,1.943,0,10.8,13.132,82.455,51.778
16/11/2010,5.919,25.2,8.325,10.317,74.042,62.102
17/11/2010,4.066,0.2,5.292,6.938,87.917,69.045
18/11/2010,4.214,32.4,5.613,7.317,91.435,85.078
19/11/2010,10.555,19.6,4.788,7.113,87.458,96.483
20/11/2010,7.781,1.8,5.596,7.629,90.75,95.364
21/11/2010,14.072,42.4,7.129,8.461,92.826,168.317
22/11/2010,22.37,31.2,4.933,6.938,91.125,88.136
23/11/2010,9.638,6.8,3.361,4.752,96.435,47.269
24/11/2010,5.765,0.2,1.454,2.933,95.375,149.322
25/11/2010,4.173,3.8,0.654,2.192,95.125,62.848
26/11/2010,4.899,16.4,-0.727,1.273,85.5,142.555
27/11/2010,3.913,4.2,0.138,2.088,85,95.357
28/11/2010,7.299,27,-0.163,0.442,98.083,63.567
29/11/2010,12.557,18.4,2.171,4.542,65.375,41.041
30/11/2010,7.401,6.8,0.791,2.27,91.13,64.904
1/12/2010,25.31,41.2,2.321,3.8,91,25.695
2/12/2010,12.628,15.4,2.333,4.988,68.75,43.255
3/12/2010,7.836,8.8,-0.142,1.704,88.458,29.207
4/12/2010,4.89,3,-1.971,-0.55,92.75,24.766
5/12/2010,3.396,4.2,-0.963,0.635,79.739,8.545
6/12/2010,5.937,26.4,5.335,7.191,77.091,16.126
7/12/2010,10.669,5.6,9.463,11.461,89.435,36.903
8/12/2010,7.18,8,10.067,12.396,73.75,3.291
9/12/2010,4.981,0,7.467,9.75,64.625,39.8
10/12/2010,4.026,0,0.779,2.9,73.958,34.242
11/12/2010,2.977,0,3.363,4.925,70.75,30.095
12/12/2010,2.769,0,3.304,5.017,73.739,45.495
13/12/2010,2.258,0,-0.117,1.444,83,51.299
14/12/2010,1.941,1,-4.938,-3.474,87.348,88.906
15/12/2010,1.588,0,-6.933,-5.104,86.87,47.552
16/12/2010,1.491,0,-8.318,-6.643,92.81,52.27
17/12/2010,1.388,0,-6.346,-5.167,87.25,71.532
18/12/2010,1.39,0,-4.021,-3.067,94.333,56.041
19/12/2010,1.264,0,-0.821,0.729,88.792,68.009
20/12/2010,1.441,34.2,1.75,0.687,92.565,60.748
21/12/2010,4.046,3.8,5.2,6.891,95.217,73.728
22/12/2010,15.979,27.2,7.188,9.025,99.5,92.778
23/12/2010,9.325,23.4,9.083,11.013,98.958,39.433
